梦中之,5,79.883160,2.321928,1.921928,4.243856,339.012643
城外,21,1151.913663,3.141619,4.247928,7.389547,8512.119831
城门,5,274.265158,1.921928,1.584963,3.506891,961.817903
城里,13,713.089410,3.251629,2.719295,5.970924,4257.802455
帘外,9,47.860097,2.521641,3.169925,5.691566,272.398884
帘栊,7,1515.037961,2.807355,2.321928,5.129283,7771.058485
帘子,43,51.389629,3.235265,3.607475,6.842740,351.645876
扫兴,5,874.570019,2.321928,1.500000,3.821928,3342.543725
扫了,7,1224.398026,2.807355,1.921928,4.729283,5790.524790
一半是,7,39.157043,1.370951,2.807355,4.178306,163.610087
一家子,28,37.706782,3.375000,3.582610,6.957610,262.349094
一家子的,7,41.933530,2.807355,2.521641,5.328996,223.463595
一阵,68,57.213288,4.572462,4.500981,9.073443,519.121533
一阵心,6,72.720222,1.000010,1.251629,2.251639,163.739700
一阵风,5,72.720222,2.321928,1.921928,4.243856,308.614165
一干人,21,63.630194,2.849157,3.456565,6.305722,401.234292
一处,186,14.074512,4.088032,5.283655,9.371687,131.901918
一处顽,10,50.763172,2.370951,2.155639,4.526590,229.784050
一处的,14,29.943621,1.291692,2.521641,3.813333,114.184987
一处吃,11,55.839489,2.594907,1.842371,4.437278,247.775317
一句,255,28.835497,4.357862,4.104159,8.462021,244.006586
一句不,6,25.665961,1.921928,2.251629,4.173557,107.118357
一句话,94,35.054876,3.651382,4.494913,8.146295,285.567364
一句话也,8,31.035375,2.251629,1.811278,4.062907,126.093851
一句话没说,5,78.209543,1.000010,1.521928,2.521938,197.239627
一句也,6,33.200118,1.584963,1.792481,3.377444,112.131531
一班,22,20.458622,3.302723,3.321104,6.623827,135.514372
一班小戏,5,62.621937,1.370951,1.584963,2.955913,185.105003
一股,18,35.337619,3.419382,3.794653,7.214035,254.926837
一下子,7,29.943621,2.235926,1.584963,3.820889,114.411247
一面,825,33.053896,5.151077,6.097303,11.248380,371.802770
一面使人,5,75.146324,1.584963,2.321928,3.906891,293.588467
一面哭着,5,75.146324,1.584963,1.000010,2.584973,194.251182
一面又,63,38.176543,1.000010,5.165196,6.165206,235.366266
一面回头,6,50.514094,1.000010,2.251629,3.251639,164.253606
一面说,182,68.575546,3.277613,2.234102,5.511716,377.968913
一面命人,7,48.217999,1.000010,2.807355,3.807365,183.583517
一群,23,32.510610,3.568084,2.138318,5.706403,185.518629
一群人,13,72.720222,3.026987,2.663533,5.690520,413.815848
一枝,35,22.904013,3.507257,4.160705,7.667962,175.627099
一枝花,6,39.665576,1.918296,2.251629,4.169925,165.402476
一桩,5,50.482313,2.321928,1.521928,3.843856,194.046752
一件,228,31.472567,4.404780,5.252497,9.657277,303.939295
一件东西,8,22.265578,2.500000,2.321928,4.821928,107.363014
一件大,17,51.510157,2.609850,2.534147,5.143997,264.968095
一件大事,7,47.820388,2.235926,2.000000,4.235926,202.563642
一件事,38,24.029291,3.152783,3.503258,6.656041,159.939953
一件是,10,72.720222,2.000000,3.121928,5.121928,372.467749
一段,29,37.955221,3.624380,3.852498,7.476877,283.786527
一段故事,5,75.146324,1.370951,1.584963,2.955913,222.126004
一一的,31,20.744154,4.235926,3.999047,8.234973,170.827544
一番,83,44.105600,4.362818,5.194236,9.557054,421.519583
一行说,7,72.720222,2.000000,1.000010,3.000010,218.161394
一行哭,7,72.720222,1.584963,2.000000,3.584963,260.699269
一首,52,17.093546,3.871040,4.373551,8.244591,140.929298
一个,1520,18.943107,5.722105,7.469509,13.191614,249.890160
一个极,7,19.619714,2.807355,2.521641,5.328996,104.553371
一个女孩儿,7,36.497787,2.235926,1.370951,3.606877,131.643026
一个男人,10,31.310968,2.725481,2.947703,5.673183,177.632864
一个老婆子,13,33.890802,2.653544,3.277613,5.931158,201.011693
一个小,73,20.915238,3.900032,3.827138,7.727171,161.615614
一个小丫头,26,28.640115,2.815072,4.053661,6.868733,196.721303
一个人,168,9.288235,5.466045,5.982024,11.448069,106.332362
一个月,28,20.434118,3.736441,4.103910,7.840350,160.210643
一个月的,6,23.730418,2.251629,2.251629,4.503258,106.864203
一个儿子,8,35.761551,2.250000,2.000000,4.250000,151.986592
一个大夫,5,24.479633,2.321928,1.921928,4.243856,103.888042
一个丫头,22,13.544420,3.725651,3.794653,7.520304,101.858157
一个丫鬟,9,24.675470,2.750000,2.750000,5.500000,135.715086
